S,I,R
0.9999219791666667,2.1875e-06,7.583333333333332e-05
0.9999191666666667,2.8125e-06,7.802083333333333e-05
0.9999161458333333,3.0208333333333334e-06,8.083333333333334e-05
0.9999132291666667,2.916666666666667e-06,8.385416666666666e-05
0.9999095833333332,3.6458333333333333e-06,8.677083333333334e-05
0.9999054166666668,4.166666666666667e-06,9.041666666666666e-05
0.9999008333333332,4.583333333333333e-06,9.458333333333333e-05
0.9998973958333333,3.4375e-06,9.916666666666666e-05
0.9998942708333333,3.125e-06,0.00010260416666666666
0.9998921875,2.0833333333333334e-06,0.00010572916666666666
0.9998903125,1.875e-06,0.0001078125
0.9998891666666667,1.1458333333333333e-06,0.0001096875
0.9998882291666668,9.375e-07,0.00011083333333333333
0.9998875,7.291666666666667e-07,0.00011177083333333334
0.999886875,6.25e-07,0.0001125
0.9998860416666667,8.333333333333333e-07,0.000113125
0.999885,1.0416666666666667e-06,0.00011395833333333334
0.9998839583333333,1.0416666666666667e-06,0.000115
0.999883125,8.333333333333333e-07,0.00011604166666666666
0.9998825,6.25e-07,0.000116875
0.9998819791666668,5.208333333333334e-07,0.0001175
0.9998815625,4.1666666666666667e-07,0.00011802083333333334
0.9998811458333333,4.1666666666666667e-07,0.0001184375
0.9998807291666667,4.1666666666666667e-07,0.00011885416666666666
0.9998803125,4.1666666666666667e-07,0.00011927083333333334
0.9998798958333333,4.1666666666666667e-07,0.0001196875
0.999879375,5.208333333333334e-07,0.00012010416666666666
0.9998785416666667,8.333333333333333e-07,0.000120625
0.9998778125,7.291666666666667e-07,0.00012145833333333334
0.9998769791666667,8.333333333333333e-07,0.0001221875
0.9998763541666668,6.25e-07,0.00012302083333333333
0.999875625,7.291666666666667e-07,0.00012364583333333333
0.999875,6.25e-07,0.000124375
0.9998744791666667,5.208333333333334e-07,0.000125
0.9998738541666667,6.25e-07,0.00012552083333333333
0.9998732291666668,6.25e-07,0.00012614583333333333
0.9998725,7.291666666666667e-07,0.00012677083333333334
0.9998715625,9.375e-07,0.0001275
0.9998705208333333,1.0416666666666667e-06,0.0001284375
0.999869375,1.1458333333333333e-06,0.00012947916666666666
0.9998684375,9.375e-07,0.000130625
0.9998673958333333,1.0416666666666667e-06,0.0001315625
0.99986625,1.1458333333333333e-06,0.00013260416666666667
0.9998647916666668,1.4583333333333335e-06,0.00013375
0.9998622916666667,2.5e-06,0.00013520833333333334
0.9998588541666668,3.4375e-06,0.00013770833333333335
0.999855,3.854166666666667e-06,0.00014114583333333335
0.9998516666666667,3.3333333333333333e-06,0.000145
0.9998484375,3.229166666666667e-06,0.00014833333333333335
